eigenvectors,communities,modularity,time
30 , 40 , 0.23919450832716754 , 18.03472924232483
30 , 45 , 0.23947654695741827 , 18.566153049468994
30 , 50 , 0.23244226943544835 , 18.968274116516113
35 , 1 , 0.0 , 14.176692962646484
35 , 2 , 0.2125193140078877 , 14.334585666656494
35 , 3 , 0.223194841785527 , 14.614985942840576
35 , 4 , 0.23780208899409086 , 14.694279670715332
35 , 5 , 0.27007651678425043 , 14.785290002822876
35 , 10 , 0.279367454686055 , 15.590919017791748
35 , 15 , 0.26971405586218344 , 16.131629705429077
35 , 20 , 0.2669049383141889 , 16.29453992843628
35 , 25 , 0.26012571705229875 , 16.778174877166748
35 , 30 , 0.2589483592937553 , 16.888078927993774
35 , 35 , 0.25081962911322164 , 17.591752767562866
35 , 40 , 0.24690654027715458 , 18.31045174598694
35 , 45 , 0.24424701074882765 , 18.936123847961426
35 , 50 , 0.235745360469096 , 19.25683879852295
40 , 1 , 0.0 , 14.475321054458618
40 , 2 , 0.22929000641894845 , 14.664408922195435
40 , 3 , 0.26884108138220364 , 15.048686981201172
40 , 4 , 0.2740178073578112 , 15.25043272972107
40 , 5 , 0.27965649725468095 , 15.354758024215698
40 , 10 , 0.2836005285133701 , 16.112231731414795
40 , 15 , 0.2847717319209219 , 16.348395109176636
40 , 20 , 0.2761651232157238 , 16.81215214729309
40 , 25 , 0.2675038658492144 , 16.67053508758545
40 , 30 , 0.2588278973051404 , 17.50259804725647
40 , 35 , 0.2557345787113251 , 17.710944890975952
40 , 40 , 0.2533979808483686 , 18.534629106521606
40 , 45 , 0.24153862306922635 , 19.008100986480713
40 , 50 , 0.24023123124169748 , 19.88127899169922
45 , 1 , 0.0 , 15.180132627487183
45 , 2 , 0.2473250511483331 , 15.34826374053955
45 , 3 , 0.2722404242898159 , 15.551118850708008
45 , 4 , 0.2756282955797028 , 15.869582891464233
45 , 5 , 0.2791359668177049 , 15.978869915008545
45 , 10 , 0.27775165169805494 , 16.70963406562805
45 , 15 , 0.2785422921583163 , 17.011006832122803
45 , 20 , 0.26872460664033815 , 17.982654809951782
45 , 25 , 0.2581803369876791 , 18.06285810470581
45 , 30 , 0.2496252342831765 , 18.303311109542847
45 , 35 , 0.24842240171882973 , 19.205785036087036
45 , 40 , 0.2479613280201093 , 19.635828971862793
45 , 45 , 0.23753973184640328 , 20.512561798095703
45 , 50 , 0.2359028779710103 , 20.570337772369385
50 , 1 , 0.0 , 15.284028053283691
